"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000029484",475.14230880115,0.656237468165838,0.155116380392039,4.23061359804342,2.33054711878889e-05,0.00140865871062967
"ENSMUSG00000029570",1013.02044308468,0.494426592960475,0.132739358824955,3.72479268648934,0.000195475798370257,0.00576635346894078
"ENSMUSG00000029576",870.895655381532,0.628978106976876,0.157330662336855,3.99781007487399,6.39312143323504e-05,0.0028985533361645
"ENSMUSG00000029598",2125.18714738056,0.250589689273077,0.0836202135476396,2.99675973836532,0.00272865675667414,0.0340233755797444
"ENSMUSG00000029714",2655.69769675187,0.426064367772644,0.109968930174346,3.87440677195963,0.000106884751043191,0.00398654394208139
"ENSMUSG00000029727",80.3180897985159,1.15467323140377,0.295945944546532,3.90163559488217,9.55449167843991e-05,0.00373523648300478
"ENSMUSG00000029769",5159.72982070692,0.300422892728739,0.0991845588866079,3.02892805191779,0.00245423123655106,0.0318358991073157
"ENSMUSG00000029843",958.441623754178,0.370703062289799,0.121072301236143,3.06183213257647,0.00219986785645558,0.0296206187775753
"ENSMUSG00000029860",2608.81341271226,0.362011402280009,0.0996370326514783,3.63330172172322,0.000279817489312866,0.00746321339687476
"ENSMUSG00000030056",703.17708494815,0.446029291366353,0.122944539276153,3.62789021775502,0.000285746707084078,0.00757473191640452
"ENSMUSG00000030075",464.398941428887,0.398181993064404,0.13615020285681,2.92457877189632,0.00344922769309737,0.0400218420890706
"ENSMUSG00000030087",1290.5796912591,0.406621741991787,0.136165771642717,2.98622581201034,0.00282443995587572,0.0347349055179666
"ENSMUSG00000030089",1218.95110022223,0.698002010736461,0.126570460480052,5.51473075225531,3.49314316915897e-08,1.38466570507709e-05
"ENSMUSG00000030094",791.732821236869,0.585012466719782,0.147958426312428,3.95389760015746,7.6888326187638e-05,0.0032407490184162
"ENSMUSG00000030103",3162.65832631651,0.467363776451757,0.101668129103625,4.59695462651228,4.2871093266336e-06,0.000419964244094653
"ENSMUSG00000030108",646.386035487724,0.596632146075363,0.176766035736389,3.37526461794459,0.000737447457166464,0.0144592883163129
"ENSMUSG00000030109",230.53634270411,0.644130348158212,0.20913322522833,3.08000006911841,0.00207000546922207,0.0283855536789141
"ENSMUSG00000030111",4365.19937670326,0.239653922136175,0.0753693811499145,3.17972522103489,0.001474147642551,0.0225757830793188
"ENSMUSG00000030123",1047.47301707642,0.437528364643951,0.123075791687465,3.55495064175576,0.000378050051406555,0.0092318955963105
"ENSMUSG00000030257",13725.0306057679,0.385079577368233,0.100524132541703,3.83071773545005,0.000127770011850726,0.00447510536998001
"ENSMUSG00000030428",22132.5976452212,0.361143078537724,0.10537155704301,3.42732980960235,0.000609548255770555,0.0126987840298737
"ENSMUSG00000030530",1819.70779449899,0.26889934154027,0.0893335984832136,3.01005832190672,0.00261197529706517,0.0330275363045073
"ENSMUSG00000030534",804.205567119566,0.404668925701588,0.114181404099254,3.54408783894288,0.000393973963786239,0.00949828318633161
"ENSMUSG00000030539",443.638586627596,0.559709436283466,0.140442214138213,3.98533617344314,6.73846559678887e-05,0.00298330249603289
